location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Aruba,2022-07-08,Pfizer/BioNTech,https://www.government.aw,172216,89244,82972,
Aruba,2022-07-11,Pfizer/BioNTech,https://www.government.aw,172259,89263,82996,
Aruba,2022-07-12,Pfizer/BioNTech,https://www.government.aw,172300,89288,83012,
Aruba,2022-07-13,Pfizer/BioNTech,https://www.government.aw,172327,89304,83023,
Aruba,2022-07-14,Pfizer/BioNTech,https://www.government.aw,172368,89331,83037,
Aruba,2022-07-15,Pfizer/BioNTech,https://www.government.aw,172406,89351,83055,
Aruba,2022-07-18,Pfizer/BioNTech,https://www.government.aw,172436,89358,83078,
Aruba,2022-07-19,Pfizer/BioNTech,https://www.government.aw,172461,89368,83093,
Aruba,2022-07-20,Pfizer/BioNTech,https://www.government.aw,172471,89373,83098,
Aruba,2022-07-21,Pfizer/BioNTech,https://www.government.aw,172507,89394,83113,
Aruba,2022-07-22,Pfizer/BioNTech,https://www.government.aw,172535,89409,83126,
Aruba,2022-07-25,Pfizer/BioNTech,https://www.government.aw,172574,89432,83142,
Aruba,2022-07-26,Pfizer/BioNTech,https://www.government.aw,172610,89446,83164,
Aruba,2022-07-27,Pfizer/BioNTech,https://www.government.aw,172627,89448,83179,
Aruba,2022-07-28,Pfizer/BioNTech,https://www.government.aw,172653,89458,83195,
Aruba,2022-07-29,Pfizer/BioNTech,https://www.government.aw,172668,89464,83204,
Aruba,2022-08-01,Pfizer/BioNTech,https://www.government.aw,172704,89489,83215,
Aruba,2022-08-02,Pfizer/BioNTech,https://www.government.aw,172740,89508,83232,
Aruba,2022-08-03,Pfizer/BioNTech,https://www.government.aw,172764,89517,83247,
Aruba,2022-08-04,Pfizer/BioNTech,https://www.government.aw,172781,89527,83254,
Aruba,2022-08-05,Pfizer/BioNTech,https://www.government.aw,172809,89543,83266,
Aruba,2022-08-08,Pfizer/BioNTech,https://www.government.aw,172830,89555,83275,
Aruba,2022-08-09,Pfizer/BioNTech,https://www.government.aw,172852,89569,83283,
Aruba,2022-08-10,Pfizer/BioNTech,https://www.government.aw,172867,89574,83293,
Aruba,2022-08-11,Pfizer/BioNTech,https://www.government.aw,172894,89581,83313,
Aruba,2022-08-12,Pfizer/BioNTech,https://www.government.aw,172920,89593,83327,
Aruba,2022-08-15,Pfizer/BioNTech,https://www.government.aw,172939,89600,83339,
Aruba,2022-08-16,Pfizer/BioNTech,https://www.government.aw,172966,89618,83348,
Aruba,2022-08-17,Pfizer/BioNTech,https://www.government.aw,172979,89622,83357,
Aruba,2022-08-18,Pfizer/BioNTech,https://www.government.aw,172988,89628,83360,
Aruba,2022-08-19,Pfizer/BioNTech,https://www.government.aw,173005,89635,83370,
Aruba,2022-08-22,Pfizer/BioNTech,https://www.government.aw,173010,89637,83373,
Aruba,2022-08-23,Pfizer/BioNTech,https://www.government.aw,173027,89643,83384,
Aruba,2022-08-24,Pfizer/BioNTech,https://www.government.aw,173041,89649,83392,
Aruba,2022-08-25,Pfizer/BioNTech,https://www.government.aw,173059,89656,83403,
Aruba,2022-08-26,Pfizer/BioNTech,https://www.government.aw,173076,89662,83414,
Aruba,2022-08-29,Pfizer/BioNTech,https://www.government.aw,173096,89672,83424,
Aruba,2022-08-30,Pfizer/BioNTech,https://www.government.aw,173113,89680,83433,
Aruba,2022-08-31,Pfizer/BioNTech,https://www.government.aw,173120,89681,83439,
Aruba,2022-09-01,Pfizer/BioNTech,https://www.government.aw,173128,89682,83446,
Aruba,2022-09-02,Pfizer/BioNTech,https://www.government.aw,173146,89684,83462,
Aruba,2022-09-05,Pfizer/BioNTech,https://www.government.aw,173161,89691,83470,
Aruba,2022-09-06,Pfizer/BioNTech,https://www.government.aw,173197,89708,83489,
Aruba,2022-09-07,Pfizer/BioNTech,https://www.government.aw,173211,89714,83497,
Aruba,2022-09-08,Pfizer/BioNTech,https://www.government.aw,173231,89724,83507,
Aruba,2022-09-09,Pfizer/BioNTech,https://www.government.aw,173244,89733,83511,
Aruba,2022-09-12,Pfizer/BioNTech,https://www.government.aw,173263,89742,83521,
Aruba,2022-09-13,Pfizer/BioNTech,https://www.government.aw,173271,89744,83527,
Aruba,2022-09-14,Pfizer/BioNTech,https://www.government.aw,173283,89751,83532,
Aruba,2022-09-15,Pfizer/BioNTech,https://www.government.aw,173306,89761,83545,
Aruba,2022-09-16,Pfizer/BioNTech,https://www.government.aw,173334,89777,83557,
Aruba,2022-09-19,Pfizer/BioNTech,https://www.government.aw,173355,89784,83571,
Aruba,2022-09-20,Pfizer/BioNTech,https://www.government.aw,173365,89790,83575,
Aruba,2022-09-21,Pfizer/BioNTech,https://www.government.aw,173374,89793,83581,
Aruba,2022-09-22,Pfizer/BioNTech,https://www.government.aw,173378,89793,83585,
Aruba,2022-09-23,Pfizer/BioNTech,https://www.government.aw,173386,89798,83588,
Aruba,2022-09-26,Pfizer/BioNTech,https://www.government.aw,173396,89806,83590,
Aruba,2022-09-27,Pfizer/BioNTech,https://www.government.aw,173409,89810,83599,
Aruba,2022-09-28,Pfizer/BioNTech,https://www.government.aw,173414,89812,83602,
Aruba,2022-09-29,Pfizer/BioNTech,https://www.government.aw,173424,89815,83609,
Aruba,2022-09-30,Pfizer/BioNTech,https://www.government.aw,173442,89825,83617,
Aruba,2022-10-03,Pfizer/BioNTech,https://www.government.aw,173460,89834,83626,
Aruba,2022-10-04,Pfizer/BioNTech,https://www.government.aw,173479,89843,83636,
Aruba,2022-10-05,Pfizer/BioNTech,https://www.government.aw,173499,89856,83643,
Aruba,2022-10-06,Pfizer/BioNTech,https://www.government.aw,173508,89857,83651,
Aruba,2022-10-07,Pfizer/BioNTech,https://www.government.aw,173523,89862,83661,
Aruba,2022-10-10,Pfizer/BioNTech,https://www.government.aw,173544,89874,83670,
Aruba,2022-10-11,Pfizer/BioNTech,https://www.government.aw,173551,89878,83673,
Aruba,2022-10-13,Pfizer/BioNTech,https://www.government.aw,173582,89888,83694,
Aruba,2022-10-14,Pfizer/BioNTech,https://www.government.aw,173591,89891,83700,
